Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
07/06/2017,8.15,cloudy,Lutra sp. (otter),1,alive,NS 55239 70362,Waterbodies,RIVER (>3m wide),Game fishing,Niamh,Sighting of an otter's tail off the banks of the river kelvin by Lady Campbell bridge 
09/06/2017,13.45,cloudy,Sciurus carolinensis,2,alive,NS 56688 66619,Human sites,Urban,Residential,Niamh,
