Date,Time,Weather,Transect,Species,Count,Distance
01/11/2017,09:10,Partly cloudy,T4,Grey squirrel,4,3
01/11/2017,09:15,Partly cloudy,T4,Grey squirrel,1,3
01/11/2017,09:35,Partly cloudy,T1,Grey squirrel,1,25
01/11/2017,09:45,Partly cloudy,T2,Grey squirrel,4,20
