Date,Time,Weather,Species,Type of sign,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Confirmed by,Any other comments
06/04/2017,10:57,sunny,Roe Deer,tracks,"57.174428, -2.100422",Woodland,Mixed,Moderate field layer,Cristin,Rebecca,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
