Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
16/02/2017,18:05,Clear/Mild,T5,Pipistrelle bat,1,0,DW,Flying around overhead 
28/02/2017,06:34,Clear/Chilly,T2,Rabbit,1,0,GT,
28/02/2017,06:45,Clear/Chilly,T3,Rabbit,2,0,FV,
