Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
08/02/2017,09:00,Cloudy,1,Grey squirrel (Sciurus carolinensis),1,5,SH,
08/02/2017,09:27,Cloudy,3,Grey squirrel (Sciurus carolinensis),1,20,SH,In tree
22/02/2017,13:30,"Sunny, but wet",1,Grey squirrel (Sciurus carolinensis),1,10,SH,
22/02/2017,13:40,"Sunny, but wet",2,Grey squirrel (Sciurus carolinensis),1,15,SH,In tree
22/02/2017,13:42,"Sunny, but wet",2,Grey squirrel (Sciurus carolinensis),1,5,SH,
