Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
01/02/2017,11.32,Cloudy,Transect 1,Grey Squirrel,2,2,Samantha Purton,
01/02/2017,11.32,Cloudy,Transect 1,Grey Squirrel,1,4,Hannah Cole,
01/02/2017,11.32,Cloudy,Transect 1,Grey Squirrel,1,6,Hannah Cole,
01/02/2017,11.54,Cloudy,Transect 3,Grey Squirrel,1,4,Hannah Cole,
01/02/2017,11.54,Cloudy,Transect 3,Cat,1,6,Samantha Purton,
01/02/2017,12.3,Cloudy,Transect 4,Grey Squirrel,2,2,Samantha Purton,
01/02/2017,12.3,Cloudy,Transect 4,Grey Squirrel,2,5,Samantha Purton,
01/02/2017,13.15,Cloudy,Transect 5,Grey Squirrel,4,2,Kathryn Weston,
