Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
21/02/2017,16:44,Rain,LT5,Grey squirrel,1,20,Ellie Livingstone,
21/02/2017,16:45,Rain,LT5,Grey squirrel,2,30,Celine Clark,
21/02/2017,16:46,Rain,LT5,Grey squirrel,1,5,Lydia Rowland,
21/02/2017,16:48,Rain,LT5,Grey squirrel,1,5,Celine Clark,
