Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
01/02/2017,12,cloudy and lightly raining ,1,Grey squirrel,1,10,Ollie,
03/02/2017,9am ,cloudy   ,1,Grey squirrel,7,10,Charlotte,
13/02/2017,11:00 AM,Bright,10,Grey squirrel,1,30,Charlotte,
14/02/2017,1pm,Cloudy,1,Cat,1,20,Ollie,
28/02/2017,7.50 am,Bright and sunny but cold,7,Grey squirrel,6,40,Sean,
