Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
28-Feb,17:10,"Clear, sunny",5,Rabbit,8,15,Ellie,Two kits
28-Feb,17:10,"Clear, sunny",5,Rabbit,1,10,Shawnee,
28-Feb,17:10,"Clear, sunny",5,Rabbit,8,25,Shawnee,
28-Feb,17:10,"Clear, sunny",5,Rabbit,5,15,Max,
28-Feb,17:10,"Clear, sunny",5,Rabbit,1,5,Ellie,
28-Feb,17:10,"Clear, sunny",5,Rabbit,4,30,Max,
