Date,Time,Weather,Species,Type of sign,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Confirmed by,Any other comments
20/02/2017,16:45,"Sunny, dusk",Deer sp. ,Deer track ,SD 49108 57214,Woodland,Broadleaved,"Moderate shrub layer, dense field layer",Everyone,,"Lots of deer tracks along T2, again not sure of species but could be fallow or roe as seen previously in woodalnd (Hopefully we'll see them soon and confirm!!!) "
