Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
05/03/2017,11:20,Light rain,5,Grey Squirrel,1,100,Tom,
05/03/2017,11:10,Light rain,5,Grey Squirrel,1,50,Isaac,
05/03/2017,11:10,Light rain,6,Grey Squirrel,1,50,Isaac,
19/03/2017,10:24,Cloudy,4,Grey Squirrel,1,75,Leah,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
