Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
13/02/2017,12:05,Sunny,Grey squirrel,1,Alive,SU 98233 50218,Human site,Suburban,"Residential, recreational",Yuma,
13/02/2017,12:20,Sunny,Grey squirrel,1,Alive,SU 98788 50423,Human site,Suburban,Recreational ground,Zoe,
