Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
28/02/2017,14:20,Sunny,Roe Deer ,NA,,NS 37898 96300,Woodland ,Coniferous ,Sparse Shrub Layer ,RT,Field Sign
28/02/2017,14:45,Sunny,Roe Deer ,NA,,NS 38040 96223,Woodland ,Coniferous ,Sparse Shrub Layer ,RT,Field Sign
28/02/2017,15:20,Sunny,Roe Deer ,NA,,NS 38090 95917,Woodland ,Coniferous ,Sparse Shrub Layer ,RT,Field Sign
28/02/2017,15:25,Sunny,Mole ,1,,NS 38046 95841,Human Site ,Rural,Recreational Area ,RT,Field Sign
