Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
14/02/2017,14:43,Cloudy,Cat,1,Alive,NY413552,Human site,Suburban,Recreational area,Sophie,Ginger tabby
23/02/2017,19:36,Dark,Cat,1,Alive,NY413553,Human site,Suburban,Recreational area,Ruth ,
28/02/2017,10:00,Cloudy,0,0,0,NY412552,Human site,Suburban,Recreational area,Jason,
