Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
09/05/2017,22:50,Dry,Hedgehog,1,Alive,SK 7003 5216,Open land,Farmland,"Grazed, pasture, high/medium disturbance, hedgerows",HL,
15/05/2017,17:00,"Dry, overcast",Cattle,30,Alive,SK 6979 5207,Open land,Farmland,"Grazed, pasture, high/medium disturbance, other field boundary",HL,
