Date of deployment,Time,Date of collection,Time,Camera number,Location (OS coordinates),Species,Count,Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Confirmed by,Any other comments
28/02/2017,18:00,01/03/2017,18:00,1,NY410554,Cat,5,Woodland,Mixed,Moderate shrub layer,Ruth,Hannah,Back of stems
28/02/2017,18:10,01/03/2017,18:10,2,NY410554,Cat,1,Woodland,Mixed,Moderate shrub layer,Sophie,Ruth,Back of stems
28/02/2017,18:10,01/03/2017,18:10,3,NY410554,Cat,3,Woodland,Mixed,Moderate shrub layer,Hannah,Sophie,Back of stems
01/03/2017,18:00,02/03/2017,18:00,1,NY410554,Cat,1,Woodland,Mixed,Moderate shrub layer,Ruth,Hannah,Back of stems
03/03/2017,18:10,04/03/2017,18:10,3,NY410554,Cat,1,Woodland,Mixed,Moderate shrub layer,Hannah,Sophie,Back of stems
03/03/2017,18:50,04/03/2017,18:50,7,NY408555,Cat,1,Human site,Suburban,Garden,Hannah,Hannah,Front of Skiddaw
04/03/2017,18:00,05/03/2017,18:00,1,NY410554,Cat,1,Woodland,Mixed,Moderate shrub layer,Ruth,Hannah,Back of stems
04/03/2017,18:10,05/03/2017,18:10,2,NY410554,Cat,1,Woodland,Mixed,Moderate shrub layer,Sophie,Ruth,Back of stems
04/03/2017,18:10,05/03/2017,18:10,3,NY410554,Cat,3,Woodland,Mixed,Moderate shrub layer,Hannah,Sophie,Back of stems
