Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
01/06/2017,1pm,Sunny,5,Hedgehog,1,0.5m,Sean and Charlotte,
04/06/2017,12pm,Sunny,10,Rat,1,3m,Ollie,
04/06/2017,4pm,Sunny,1,Squirrel,8,2m,Ollie,
11/06/2017,9pm,Raining,1,Hedgehog,1,0.5m,Sean,
28/06/2017,7pm,Cloudy,1,Rabbit,1,5m,Sean  ,
,,,,,,,,
