Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
28/04/2017,19:00,Overcast,T2,Brown Hare,2,25m,Matt,
28/04/2017,19:20,Overcast,T4,Brown Hare,3,30m,Tay,
