Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
04/06/2017,17:15,Sunny,T2,Grey Squirrel,1,2,Yuma,
04/06/2017,17:45,Sunny,T3,Grey Squirrel,1,4,Yuma and Dixie,
