Date of deployment,Time,Date of collection,Time,Camera number,Location (OS coordinates),Species,Count,Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Confirmed by,Any other comments
13/05/2017,12:30,13/05/2017,11:57,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,13/05/2017,12:56,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,13/05/2017,14:00,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,13/05/2017,15:43,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,13/05/2017,20:21,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,13/05/2017,22:17,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,13/05/2017,23:23,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,14/05/2017,02:29,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,14/05/2017,03:15,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,14/05/2017,07:43,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,14/05/2017,10:04,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,14/05/2017,10:11,2,SU 42176 15239, Grey Squirrel ,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,14/05/2017,10:46,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,14/05/2017,12:49,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,14/05/2017,12:51,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,15/05/2017,02:20,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,15/05/2017,13:57,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,15/05/2017,18:41,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,16/05/2017,09:07,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,16/05/2017,12:13,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,16/05/2017,14:56,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,16/05/2017,15:46,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,16/05/2017,16:38,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,16/05/2017,17:32,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,17/05/2017,01:40,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,17/05/2017,04:33,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,17/05/2017,09:16,2,SU 42176 15239,Grey Squirrel?,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,17/05/2017,21:17,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,18/05/2017,00:18,2,SU 42176 15239,Hedgehog,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,18/05/2017,06:24,2,SU 42176 15239,Roe Deer,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,18/05/2017,06:26,2,SU 42176 15239,Roe Deer,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,18/05/2017,16:42,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,19/05/2017,12:25,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,19/05/2017,14:48,2,SU 42176 15239,Roe Deer,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,19/05/2017,17:31,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,19/05/2017,18:06,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,19/05/2017,20:23,2,SU 42176 15239,Roe Deer,2,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,19/05/2017,21:20,2,SU 42176 15239,Hedgehog,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,20/05/2017,09:09,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,20/05/2017,09:18,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,20/05/2017,11:10,2,SU 42176 15239,Roe Deer,2,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,21/05/2017,01:51,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,21/05/2017,07:21,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
13/05/2017,12:30,21/05/2017,08:37,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,22/05/2017,07:35,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,22/05/2017,08:30,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,22/05/2017,09:04,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,22/05/2017,09:35,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,22/05/2017,09:47,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,22/05/2017,13:20,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,22/05/2017,15:38,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,22/05/2017,18:34,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,22/05/2017,19:12,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,22/05/2017,19:47,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,22/05/2017,19:51,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,23/05/2017,10:15,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,23/05/2017,10:33,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,23/05/2017,11:19,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,23/05/2017,18:16,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,23/05/2017,20:02,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,24/05/2017,09:42,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,24/05/2017,10:19,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,24/05/2017,12:36,2,SU 42176 15239,Grey Squirrel,2,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,24/05/2017,16:15,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,24/05/2017,17:09,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,24/05/2017,17:17,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,24/05/2017,17:53,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,24/05/2017,18:26,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,24/05/2017,18:30,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,24/05/2017,20:31,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,24/05/2017,23:37,2,SU 42176 15239,Hedgehog,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,25/05/2017,08:14,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,25/05/2017,08:39,2,SU 42176 15239,Grey Squirrel,2,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,25/05/2017,09:04,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,25/05/2017,09:31,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,25/05/2017,10:19,2,SU 42176 15239,Grey Squirrel,2,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,25/05/2017,11:10,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,25/05/2017,15:19,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,25/05/2017,16:18,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,25/05/2017,17:00,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,25/05/2017,18:38,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
