Date of deployment,Time,Date of collection,Time,Camera number,Location (OS coordinates),Species,Count,Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Confirmed by,Any other comments
05/05/2017,13:30,09/05/2017,11:23,4,SU 47726 30499,Grey Squirrel,1,Human site,Suburban,"Disused, near road (50m)","Seren, Hannah and Lauren",Barrie Roberts,near railway (100m)
05/05/2017,13:30,12/05/2017,23:00,4,SU 47726 30499,Fox,1,Human site,Suburban,"Disused, near road (50m)","Seren, Hannah and Lauren",Barrie Roberts,near railway (100m)
