Date,Time,Weather,Trap number,Location (OS coordinates),Species,Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Supervisor,Any other comments
01/03/2017,10:20,Cloudy going dark,2,NY410554,Wood mouse,Woodland,Mixed,Moderate shrub layer,Jason,Davina Hill,Back of stems
01/03/2017,18:10,Cloudy going dark,3,NY410554,Wood mouse,Woodland,Mixed,Moderate shrub layer,Ruth,Davina Hill,Back of stems
03/03/2017,10:20,Cloudy,2,NY410554,Wood mouse,Woodland,Mixed,Moderate shrub layer,Jason,Davina Hill,Back of stems
03/03/2017,10:25,Cloudy,3,NY410554,Wood mouse,Woodland,Mixed,Moderate shrub layer,Ruth,Davina Hill,Back of stems
04/03/2017,11:25,Cloudy,3,NY410554,1 Wood mouse,Woodland,Mixed,Moderate shrub layer,Ruth,Davina Hill,Back of stems
04/03/2017,11:35,Rain,5,NY408555,1 Wood mouse,Human site,Suburban,Garden,Ruth,Davina Hill,Back of Bowscale
