Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
21/02/2017,14:00,"Cloudy, mild",Grey Squirrel,2,alive,SO946230,Human site,Suburban,"Residential, Gardens, near road",Tom,
234/02/2017,09:00,"Sunny, cold",,1,alive,SO946231,Human site,Suburban,"Residential, Gardens, near road",Tom,
