Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
21/02/2017,08:45,overcast,wood mouse,1,dead,"57.177234, -2.102085",Woodland,Mixed,Moderate shrub layer,Cristin,caught by buzzard
23/02/2017,14:44,light showers,red squirrel,1,Alive,"57.177237, -2.099776",human site,suburban,garden,Rebecca,
