Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
15/02/2017,13:20,"Mild, cloudy",Domestic Cat,1,Alive,SU 86536 56970,Human Site,Suburban,"Residential, near road",Lucy Morley,Black and white
17/02/2017,14:45,"Mild, slight sun",Domestic Cat,1,Alive,SU 86715 56950,Human Site,Urban/suburban,"Residential, near road",Daniel Morris,Black and white
