Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
17/02/2017,09:30,dry,Grey squirrel,6,Alive,SD 48505 57825,Woodland,Mixed,"Dense shrub layer, Sparse field layer",Tay,
18/02/2017,09:40,dry,Grey squirrel,10,Alive,SD 48505 57825,Woodland,Mixed,"Dense shrub layer, Sparse field layer",Tay,
01/03/2017,15:20,clear and dry,Rabbit,1,Alive,SD 48263 57864,Human site,rural,Municipal park/recreational area,Tay,
