Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
07/02/2017,14:45,"Dry, sunny",Grey squirrel,1,Alive,SK 704 518,Woodland,Broadleaved,"Moderate shrub layer, moderate field layer, semi-natural",HL,
13/02/2017,11:45,"Dry, sunny",Horse,2,Alive,SK 703 519,Open land,Farmland,"Grazed, Hedgerow with trees, Other field boundary, high/medium disturbance, pasture",HL,
13/02/2017,13:15,"Dry, sunny",Donkey,3,Alive,SK 699 519 ,Open land,Farmland,"Grazed, other field boundary, high/medium disturbance, pasture",HL,
17/02/2017,10:35,"Dry, overcast",Rabbit,1,Alive,SK 703 518,Woodland,Broadleaved,"Moderate shrub layer, moderate field layer, semi-natural",HL,
17/02/2017,10:40,"Dry, overcast",Grey Squirrel,2,Alive,SK 704 518,Woodland,Broadleaved,"Moderate shrub layer, moderate field layer, semi-natural",HL,
17/02/2017,11:10,"Dry, overcast",Vole sp.,1,Alive,SK 704 514,"Woodland, Waterbodies","Broadleaved, pond, stream","Moderate shrub layer, moderate field layer, semi-natural, banks vegetated, slow/medium running",HL,
