Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
09/03/2017,16:07,"Clear, sunshine",Squirrel,2,Alive,SO 78786 22865,Human site,Rural,Gardens,Becky,
09/03/2017,12:20,"Clear, sunshine",Rabbit,1,Dead,SO 78437 22955,Open land,Farmland,Near road,Becky,
09/03/2017,18:14,Clear,Rabbit,1,Alive,SO 79093 22975,Human site,Rural,Near road,Becky,
09/03/2017,08:09,Clear,Bat,3,Alive,SO 78636 22997,Human site,Rural,Gardens,All,"Specific species unknown, by sight only we think pipistrelle"
14/03/2017,08:45,"Cloudy, Dry, 10º",Squirrel,3,Alive ,SO 78719 22813,Human Site,Rural,"Disused gardens, near road",Katie ,
