Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
15/03/2015,15:20,Sunny,Rabbit,2,Alive,SD 48263 57864,Human site,rural,Municipal park/recreational area,Jack,
24/03/2017,09:32,Sunny,Grey squirrel,2,Alive,SD 48505 57825,Woodland,Mixed,"Dense shrub layer, Sparse field layer",Tay,
