Date of deployment,Time,Date of collection,Time,Camera number,Location (OS coordinates),Species,Count,Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Confirmed by,Any other comments
21/02/2017,05:48,24/02/2017,13:00,2,SU 42176 15239,Fox,1,Woodland,Mixed,Sparse shrub layer,,,
22/02/2017,12:54,24/02/2017,13:00,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
22/02/2017,15:12,24/02/2017,13:00,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
22/02/2017,15:17,24/02/2017,13:00,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
22/02/2017,15:19,24/02/2017,13:00,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
22/02/2017,15:27,24/02/2017,13:00,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
22/02/2017,15:28,24/02/2017,13:00,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
22/02/2017,15:30,24/02/2017,13:00,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
23/02/2017,10:30,24/02/2017,13:00,2,SU 42176 15239,Dog,2,Woodland,Mixed,Sparse shrub layer,,,
24/02/2017,15:31,01/03/2017,09:30,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
24/02/2017,17:34,01/03/2017,09:30,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
24/02/2017,17:46,01/03/2017,09:30,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
24/02/2017,19:24,01/03/2017,09:30,2,SU 42176 15239,Fox,1,Woodland,Mixed,Sparse shrub layer,,,
25/02/2017,09:48,01/03/2017,09:30,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
26/02/2017,13:15,01/03/2017,09:30,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
27/02/2017,08:09,01/03/2017,09:30,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
27/02/2017,08:14,01/03/2017,09:30,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
27/02/2017,10:13,01/03/2017,09:30,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
27/02/2017,13:30,01/03/2017,09:30,2,SU 42176 15239,Squirrel,1,Woodland,Mixed,Sparse shrub layer,,,
07/02/2017,17:48,10/02/2017,11:35,1,SU 41953 14804,Rat,1,Human Site,Urban,Residential area,,,
08/02/2017,18:34,10/02/2017,11:35,1,SU 41953 14804,Rat,1,Human Site,Urban,Residential area,,,
08/02/2017,18:54,10/02/2017,11:35,1,SU 41953 14804,Rat,1,Human Site,Urban,Residential area,,,
08/02/2017,23:10,10/02/2017,11:35,1,SU 41953 14804,Rat,1,Human Site,Urban,Residential area,,,
09/02/2017,20:33,10/02/2017,11:35,1,SU 41953 14804,Rat,1,Human Site,Urban,Residential area,,,
10/02/2017,02:24,10/02/2017,11:35,1,SU 41953 14804,Rat,1,Human Site,Urban,Residential area,,,
10/02/2017,19:08,15/02/2017,11:00,1,SU 41953 14804,Rat,1,Human Site,Urban,Residential area,,,
12/02/2017,22:54,15/02/2017,11:00,1,SU 41953 14804,Rat,1,Human Site,Urban,Residential area,,,
