Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Method,Any other comments
15/03/2017,19:40,"10 degrees, clear",Common pipistrelle,1,Alive,SO 78837 22897,Human site,Rural,Gardens,"Kathy, Becky, Katie",Detector,
15/03/2017,19:55,"10 degrees, clear",Common pipistrelle,1,Alive,SO 78786 22880,Human site,Rural,Gardens,"Katie, Becky, Kathy",Detector,
15/03/2017,20:05,"10 degrees, clear",Common pipistrelle,2,Alive,SO 78643 22962,Human site,Rural,"Gardens, recreational area","Becky, Kathy, Katie",Detector,
15/03/2017,20:15,"10 degrees, clear",Common pipistrelle,1,Alive,SO 78697 23251,Open land,Farmland,Pasture,"Katie, Kathy, Becky",Detector,
15/03/2017,20:28,"10 degrees, clear",Daubentons,2,Alive,SO 78568 23276,Waterbodies,Lake,"Low banks, clear, vegetated","Becky, Katie, Kathi",Detector,"Banks on side of observation clear, most of the rest vegetated, plus there is a vegetated island in the centre"
