Date,Survey method,ID,Station,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3
01/04/2017,Camera trap,Camera 1,,"57.1735883, -2.097923",Woodland,Mixed,Moderate shrub layer
01/04/2017,Camera trap,Camera 2,,"57.173894, -2.099075",Woodland,Mixed,Moderate shrub layer
