Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Method,Any other comments
26/04/2017,8pm,Overcast,Soprano Pipistrelle,4,Alive,SU 73531 72186,Human site,Suburban,"Municipal park/recreational area, High/medium disturbance from people ",Ollie & Sean,,
