"","Date","Species","latin","Time","Weather","Count","Alive.Dead","Location..OS.coordinates.","Habitat.Lv.1","Habitat.Lv.2","Habitat.Lv.3","Observer","Method","Any.other.comments","team","loc","month"
"346","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:39",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"347","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:15",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"348","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:39",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"349","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:43",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"350","11/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:42",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"351","11/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:46",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"352","03/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:20",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"353","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:10",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"354","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:40",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"355","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:04",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"356","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:04",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"357","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:41",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"358","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:05",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"359","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:41",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"360","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:17",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"361","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:07",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"362","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:08",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"363","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:08",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"364","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:11",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"365","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:12",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"366","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:12",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"367","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:43",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"368","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:15",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"369","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:15",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"370","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:47",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"371","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:44",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"372","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:44",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"373","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:19",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"374","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:31",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"375","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:20",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"376","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:21",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"377","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:22",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"378","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:45",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"379","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:23",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"380","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:45",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"381","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:45",NA,2,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"382","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:42",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"383","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:24",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"384","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:25",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"385","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:25",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"386","16/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:29",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"387","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:47",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"388","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:29",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"389","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:47",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"390","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:47",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"391","16/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:34",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"392","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:48",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"393","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:21",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"394","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:48",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"395","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:49",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"396","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:37",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"397","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:49",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"398","17/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:45",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"399","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:50",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"400","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:50",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"401","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:47",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"402","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:47",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"403","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:50",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"404","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:50",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"405","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:51",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"406","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:51",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"407","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:51",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"408","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:51",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"409","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:51",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"410","17/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:06",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"411","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:52",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"412","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:52",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"413","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:52",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"414","16/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:18",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"415","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"416","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:55",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"417","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"418","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"419","19/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:19",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"420","29/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"421","08/04/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:58",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
