Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
03/01/2017,08:41,Overcast,1,Rat,1,50,"OM,CB,JM,FM",
03/01/2017,09:28,Overcast,4,Squirrel,4,0,"OM,CB,JM,FM",
03/04/2017,18:19,Overcast,3,Rat,1,60,"OM,CB,JM",
03/04/2017,18:19,Overcast,3,Rat,1,70,"OM,CB,JM",
03/04/2017,18:30,Overcast,2,Rat,1,55,"OM,CB,JM",
03/12/2017,17:34,Overcast,2,Squirrel,1,65,"OM,CB",
03/12/2017,17:35,Overcast,2,Squirrel,1,70,"OM,CB",
03/12/2017,17:36,Overcast,2,Rat,1,125,"OM,CB",
