Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
14/03/2017,17:03,Clear,3,Grey Squirrel,1,10,Lydia Rowland,
14/03/2017,17:26,Clear,5,Grey Squirrel,1,30,Celine Clark,
14/03/2017,17:29,Clear,5,Grey Squirrel,2,15,Celine Clark,
