Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
02/03/2017,13.42,Sunny,1,Grey Squirrel,3,1,Samantha Purton,
02/03/2017,13.43,Sunny,1,Grey Squirrel,2,3,Samantha Purton,
02/03/2017,13.43,Sunny,1,Grey Squirrel,1,4,Hannah Cole,
02/03/2017,14.02,Sunny,2,Grey Squirrel,1,2,Samantha Purton,
02/03/2017,14.45,Sunny,4,Cat,1,2,Kathryn Weston,
02/03/2017,15.05,Sunny,5,Grey Squirrel,1,1,Samantha Purton,
02/03/2017,15.05,Sunny,5,Grey Squirrel,2,3,Hannah Cole,
02/03/2017,15.05,Sunny,5,Grey Squirrel,3,5,Hannah Cole,
