Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
20/03/2017,16:45,Overcast,2,Brown Hare,2,25,Jack,Mad march hares 
20/03/2017,16:55,Overcast,3,Grey Squirrel,1,50,Tay,
20/03/2017,17:03,Overcast,4,Brown Hare,2,30,Matt,Mad march hares 
20/03/2017,17:04,Overcast,4,Brown Hare,2,20,Josh,Mad march hares 
20/03/2017,17:04,Overcast,4,Brown Hare,3,20,Tay,Mad march hares 
