Date,Time,Weather,Transect,Species,Count,Distance,Observer,Any other comments
01/03/2017,12:00,cloudy ,3,Squirrel,1,25,Arron,
03/03/2017,14:00,Sunny,6,Squirrel,2,15,Sean,
09/03/2017,13:00,Overcast,6,Squirrel,2,20,Arron,
11/03/2017,17:00,cloudy ,4,Squirrel,4,5,Ollie,
27/03/2017,13:00,Sunny,1,Squirrel,2,2,Charlotte,
27/03/2017,14:00,Sunny,7,Squirrel,3,20,Charlotte,
