Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
05/04/2017,3pm,Sunny,Hedgehog,1,Dead,SU 74020 72122,Human site,urban,Garden,Arron,
08/04/2017,1pm,sunny,cat,1,Alive,SU 74020 72122,Human site,urban,Garden,Charlotte,
