Date,Time,Weather,Species,Count,Alive/Dead,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Any other comments
07/04/2017,12:50,"Mild, sun",Domestic Cat,1,Alive,SU 87093 57000,Woodland; human site,Mixed; urban,"Moderate shrub layer, moderate field layer; residential",Lucy Morley,seen before - large white
28/04/2017,20:50,"Dark, chilly, dry",Domestic Cat,1,Alive,SU 86373 57320,Human Site,Suburban,"Residential, near road",Lucy Morley,Black and tan
