Date,Time,Weather,Species,Type of sign,Location (OS coordinates),Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Confirmed by,Any other comments
28/06/2017,10:27,"Dry, sunny with some clouds",Roe deer,Faeces,"57.175865, -2.098684",Woodland,Mixed,Semi-natural,Jennifer,Rebecca,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
