Date of deployment,Time,Date of collection,Time,Camera number,Location (OS coordinates),Species,Count,Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Confirmed by,Any other comments
02/06/2017,13:30,03/06/2017,Day,4,SU 47726 30499,Grey Squirrel,1,Human site,Suburban,"Disused, near road (50m)",Seren & Hannah & Lauren,Barrie Roberts,near railway (100m)
02/06/2017,13:30,05/06/2017,Night,4,SU 47726 30499,Fox,1,Human site,Suburban,"Disused, near road (50m)",Seren & Hannah & Lauren,Barrie Roberts,near railway (100m)
02/06/2017,13:30,26/06/2017,06:34,4,SU 47726 30499,Fox,1,Human site,Suburban,"Disused, near road (50m)",Seren,Barrie Roberts,near railway (100m)
